CNPJ_GESTOR,n_fundos,pl_total,nome_em_registro,CNPJ_LIMPO,DENOM_SOCIAL,DENOM_COMERC,MUN,UF,CONTROLE_ACIONARIO,DT_REG,SITE_ADMIN,nome,faixa_porte,share_pct
13189882000127,88,21184213361.72,LETO ASSET MANAGEMENT LTDA,13189882000127,LETO ASSET MANAGEMENT LTDA,--,RIO DE JANEIRO,RJ,PRIVADO,2011-08-26,www.letocapital.com.br,LETO ASSET MANAGEMENT LTDA,F2 · 10 a 100 bi,0.15967724815434453
04920763000101,59,20743066955.0,PRAGMA GESTÃO DE PATRIMÔNIO LTDA,04920763000101,PRAGMA GESTÃO DE PATRIMÔNIO LTDA,PRAGMA GESTÃO DE PATRIMÔNIO LTDA,SÃO PAULO,SP,PRIVADO,2007-05-04,www.pragmabr.com,PRAGMA GESTÃO DE PATRIMÔNIO LTDA,F2 · 10 a 100 bi,0.1563520812928025
54286457000133,42,20702167923.63,Sul América Gestão de Investimentos S.A.,54286457000133,Sul América Gestão de Investimentos S.A.,Sul América Gestão de Investimentos S.A.,SÃO PAULO,SP,PRIVADO,2025-12-08,www.sulamericainvestimentos.com.br,Sul América Gestão de Investimentos S.A.,F2 · 10 a 100 bi,0.15604380244997607
21676427000184,40,20157957702.58,AZ QUEST MZK INVESTIMENTOS MACRO E CRÉDITO LTDA.,21676427000184,AZ QUEST MZK INVESTIMENTOS MACRO E CRÉDITO LTDA.,AZ QUEST MACRO E CRÉDITO LTDA.,SÃO PAULO,SP,PRIVADO,2015-07-21,www.azquest.com.br,AZ QUEST MACRO E CRÉDITO LTDA.,F2 · 10 a 100 bi,0.1519417860554586
72116353000162,12,19982490844.34,DYNAMO ADMINISTRAÇÃO DE RECURSOS LTDA,72116353000162,DYNAMO ADMINISTRAÇÃO DE RECURSOS LTDA,DYNAMO,RIO DE JANEIRO,RJ,PRIVADO,1993-06-07,www.dynamo.com.br,DYNAMO,F2 · 10 a 100 bi,0.1506191943411644
93026847000126,32,19437218835.82,BANRISUL S.A. CORRETORA DE VALORES MOBILIÁRIOS E CÂMBIO,93026847000126,BANRISUL S.A. CORRETORA DE VALORES MOBILIÁRIOS E CÂMBIO,BANRISUL S.A. CVMC,PORTO ALEGRE,RS,PRIVADO,2017-05-24,banrisulcorretora.com.br,BANRISUL S.A. CVMC,F2 · 10 a 100 bi,0.14650917466144395
07237373000120,31,19295654473.05,BANCO DO NORDESTE DO BRASIL SA,07237373000120,BANCO DO NORDESTE DO BRASIL SA,BANCO DO NORDESTE,FORTALEZA,CE,PRIVADO,1990-11-29,www.bnb.gov.br/fundos,BANCO DO NORDESTE,F2 · 10 a 100 bi,0.1454421249911133
20640477000149,1,19178166196.7,MULTIPLA GESTORA DE INVESTIMENTOS LTDA.,20640477000149,MULTIPLA GESTORA DE INVESTIMENTOS LTDA.,-----,SÃO PAULO,SP,PRIVADO,2015-07-16,www.multiplainvest.com.br,MULTIPLA GESTORA DE INVESTIMENTOS LTDA.,F2 · 10 a 100 bi,0.144556550231379
34848969000139,285,19152064693.71,WEALTH HIGH GOVERNANCE CAPITAL LTDA.,34848969000139,WEALTH HIGH GOVERNANCE CAPITAL LTDA.,WHG CAPITAL,SÃO PAULO,SP,PRIVADO,2020-04-07,www.whg.com.br,WHG CAPITAL,F2 · 10 a 100 bi,0.14435980862483597
10979208000158,18,18200890218.28,BLACKROCK BRASIL GESTORA DE INVESTIMENTOS LTDA,10979208000158,BLACKROCK BRASIL GESTORA DE INVESTIMENTOS LTDA,--,SÃO PAULO,SP,PRIVADO,2009-09-04,www.blackrock.com/br,BLACKROCK BRASIL GESTORA DE INVESTIMENTOS LTDA,F2 · 10 a 100 bi,0.1371902753427664
33172537000198,2,17782984672.72,BANCO J.P. MORGAN S.A.,,,,,,,,,BANCO J.P. MORGAN S.A.,F2 · 10 a 100 bi,0.1340402878325366
90400888000142,7,17236584421.68,BANCO SANTANDER (BRASIL) S.A.,90400888000142,BANCO SANTANDER (BRASIL) S.A.,BANCO SANTANDER (BRASIL) S.A.,SÃO PAULO,SP,PRIVADO,2006-09-12,www.santander.com.br,BANCO SANTANDER (BRASIL) S.A.,F2 · 10 a 100 bi,0.12992176395878413
04160039000127,36,17020827231.41,MAPFRE INVESTIMENTOS LTDA.,04160039000127,MAPFRE INVESTIMENTOS LTDA.,MAPFRE INVESTIMENTOS,SÃO PAULO,SP,PRIVADO,2003-04-16,https://www.mapfre.com.br/,MAPFRE INVESTIMENTOS,F2 · 10 a 100 bi,0.12829548150856668
10405423000145,199,16876917076.26,REDWOOD ADMINISTRAÇÃO DE RECURSOS LTDA,10405423000145,REDWOOD ADMINISTRAÇÃO DE RECURSOS LTDA,REDWOOD ASSET MANAGEMENT,SÃO PAULO,SP,PRIVADO,2011-12-29,http://planner.com.br/planner-redwood/,REDWOOD ASSET MANAGEMENT,F2 · 10 a 100 bi,0.12721075029086945
09121454000195,233,16870323694.08,TERCON INVESTIMENTOS S.A.,09121454000195,TERCON INVESTIMENTOS S.A.,TERCON ASSET MANAGEMENT,SÃO PAULO,SP,PRIVADO,2008-04-28,www.terconbr.com.br,TERCON ASSET MANAGEMENT,F2 · 10 a 100 bi,0.1271610522867682
59312965000162,34,15887736846.9,AZ Quest Prev Ltda.,59312965000162,AZ Quest Prev Ltda.,--,SÃO PAULO,SP,PRIVADO,2025-06-10,www.azquest.com.br,AZ Quest Prev Ltda.,F2 · 10 a 100 bi,0.11975474641402481
21744796000167,41,15772972036.49,JUS CAPITAL GESTÃO DE RECURSOS LTDA.,21744796000167,JUS CAPITAL GESTÃO DE RECURSOS LTDA.,JUS CAPITAL GESTÃO DE RECURSOS LTDA.,SÃO PAULO,SP,PRIVADO,2015-04-14,www.juscapital.com.br,JUS CAPITAL GESTÃO DE RECURSOS LTDA.,F2 · 10 a 100 bi,0.11888969993822138
03502968000104,501,15490029368.09,SANTANDER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,03502968000104,SANTANDER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,SANTANDER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,SÃO PAULO,SP,PRIVADO,2022-07-27,www.santanderdtvm.com.br,SANTANDER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,F2 · 10 a 100 bi,0.11675700301414305
31846872000107,54,15417086396.1,VINLAND CAPITAL MANAGEMENT CRÉDITO PRIVADO GESTORA DE RECURSOS LTDA.,31846872000107,VINLAND CAPITAL MANAGEMENT CRÉDITO PRIVADO GESTORA DE RECURSOS LTDA.,VINLAND CAPITAL MANAGEMENT CRÉDITO PRIVADO GESTORA DE RECURSOS,SÃO PAULO,SP,PRIVADO,2019-04-02,www.vinlandcap.com,VINLAND CAPITAL MANAGEMENT CRÉDITO PRIVADO GESTORA DE RECURSOS,F2 · 10 a 100 bi,0.11620719109331858
51017957000181,26,15405295377.859999,PORTO SEGURO GESTORA DE RECURSOS LTDA.,51017957000181,PORTO SEGURO GESTORA DE RECURSOS LTDA.,PORTO SEGURO GESTORA,SÃO PAULO,SP,PRIVADO,2024-02-05,https://www.portoasset.com.br/,PORTO SEGURO GESTORA,F2 · 10 a 100 bi,0.11611831560319047
05669128000166,49,15014361249.29,GAVEA INVESTIMENTOS LTDA,05669128000166,GAVEA INVESTIMENTOS LTDA,--,RIO DE JANEIRO,RJ,PRIVADO,2010-07-14,www.gaveainvest.com.br,GAVEA INVESTIMENTOS LTDA,F2 · 10 a 100 bi,0.113171626727196
16500294000150,51,14910283567.97,MONGERAL AEGON INVESTIMENTOS LTDA,16500294000150,MONGERAL AEGON INVESTIMENTOS LTDA,MAG INVESTIMENTOS,RIO DE JANEIRO,RJ,PRIVADO,2013-01-17,www.maginvestimentos.com.br,MAG INVESTIMENTOS,F2 · 10 a 100 bi,0.11238713511244042
01710916000106,3,14501063440.72,MORGAN STANLEY ADMINISTRADORA DE CARTEIRAS S.A.,01710916000106,MORGAN STANLEY ADMINISTRADORA DE CARTEIRAS S.A.,MORGAN STANLEY ADMINISTRADORA DE CARTEIRAS S.A.,SÃO PAULO,SP,PRIVADO,1999-09-16,www.morganstanley.com.br,MORGAN STANLEY ADMINISTRADORA DE CARTEIRAS S.A.,F2 · 10 a 100 bi,0.10930261445109142
13421810000163,151,13436028661.56,VINCI SOLUÇÕES DE INVESTIMENTOS LTDA,13421810000163,VINCI SOLUÇÕES DE INVESTIMENTOS LTDA,--,SÃO PAULO,SP,PRIVADO,2011-07-25,www.vincipartners.com,VINCI SOLUÇÕES DE INVESTIMENTOS LTDA,F2 · 10 a 100 bi,0.1012748524652609
09326542000123,81,13365691383.51,OCEANA INVESTIMENTOS ADMINISTRADORA DE CARTEIRA DE VALORES MOBILIÁRIOS LTDA,09326542000123,OCEANA INVESTIMENTOS ADMINISTRADORA DE CARTEIRA DE VALORES MOBILIÁRIOS LTDA,--,RIO DE JANEIRO,RJ,PRIVADO,2008-06-23,www.oceanainvestimentos.com.br,OCEANA INVESTIMENTOS ADMINISTRADORA DE CARTEIRA DE VALORES MOBILIÁRIOS LTDA,F2 · 10 a 100 bi,0.10074468111502394
19493000000107,25,13357460843.8,IBIUNA CRÉDITO GESTÃO DE RECURSOS LTDA.,19493000000107,IBIUNA CRÉDITO GESTÃO DE RECURSOS LTDA.,IBIUNA CRÉDITO GESTÃO DE RECURSOS LTDA.,SÃO PAULO,SP,PRIVADO,2014-09-16,www.ibiunainvest.com.br,IBIUNA CRÉDITO GESTÃO DE RECURSOS LTDA.,F2 · 10 a 100 bi,0.10068264294021531
00397695000197,9,12890565183.74,FUNDAÇÃO DE ASSISTÊNCIA E PREVIDÊNCIA SOCIAL DO BNDES - FAPES,,,,,,,,,FUNDAÇÃO DE ASSISTÊNCIA E PREVIDÊNCIA SOCIAL DO BNDES - FAPES,F2 · 10 a 100 bi,0.09716338957448475
09267871000140,33,12672377944.33,SQUADRA INVESTIMENTOS - GESTÃO DE RECURSOS LTDA.,09267871000140,SQUADRA INVESTIMENTOS - GESTÃO DE RECURSOS LTDA.,--,RIO DE JANEIRO,RJ,PRIVADO,2008-03-13,www.squadrainvest.com.br,SQUADRA INVESTIMENTOS - GESTÃO DE RECURSOS LTDA.,F2 · 10 a 100 bi,0.09551879048664054
48352277000100,48,12669070568.98,ASAROCK ASSET MANAGEMENT LTDA.,48352277000100,ASAROCK ASSET MANAGEMENT LTDA.,ASAROCK ASSET MANAGEMENT,SÃO PAULO,SP,PRIVADO,2023-01-19,www.asarock.com,ASAROCK ASSET MANAGEMENT,F2 · 10 a 100 bi,0.09549386095135481
05230601000104,14,12653291656.58,APEX ASSET MANAGEMENT LTDA,05230601000104,APEX ASSET MANAGEMENT LTDA,APEX ASSET MANAGEMENT LTDA,SÃO PAULO,SP,PRIVADO,2004-08-11,https://www.modalasset.com.br,APEX ASSET MANAGEMENT LTDA,F2 · 10 a 100 bi,0.09537492647557894
09630188000126,85,12651466209.95,PLURAL INVESTIMENTOS GESTÃO DE RECURSOS LTDA.,09630188000126,PLURAL INVESTIMENTOS GESTÃO DE RECURSOS LTDA.,--,SÃO PAULO,SP,PRIVADO,2008-11-19,https://lp.genialinvestimentos.com.br/pluralgenial,PLURAL INVESTIMENTOS GESTÃO DE RECURSOS LTDA.,F2 · 10 a 100 bi,0.09536116706475947
04686893000121,146,12476941038.76,TURIM 21 INVESTIMENTOS LTDA,04686893000121,TURIM 21 INVESTIMENTOS LTDA,TURIM 21 INVESTIMENTOS LTDA,RIO DE JANEIRO,RJ,PRIVADO,2002-01-15,http://www.turimbr.com/,TURIM 21 INVESTIMENTOS LTDA,F2 · 10 a 100 bi,0.09404567337172284
44615804000170,149,12246955584.1,GESTORA DE RECURSOS ID - GRID LTDA,44615804000170,GESTORA DE RECURSOS ID - GRID LTDA,GRID LTDA,CURITIBA,PR,PRIVADO,2022-04-18,www.gestoraid.com.br,GRID LTDA,F2 · 10 a 100 bi,0.0923121445458664
09815294000184,23,12116693024.76,EMERALD GESTÃO DE INVESTIMENTOS SOCIEDADE UNIPESSOAL LIMITADA,09815294000184,EMERALD GESTÃO DE INVESTIMENTOS SOCIEDADE UNIPESSOAL LIMITADA,EMERALD GESTÃO DE INVESTIMENTOS SOCIEDADE UNIPESSOAL LIMITADA,SÃO PAULO,SP,PRIVADO,2008-11-28,www.emerald.com.br,EMERALD GESTÃO DE INVESTIMENTOS SOCIEDADE UNIPESSOAL LIMITADA,F2 · 10 a 100 bi,0.0913302828803991
09204714000196,79,12110533176.41,PETRA CAPITAL GESTÃO DE INVESTIMENTOS LTDA,09204714000196,PETRA CAPITAL GESTÃO DE INVESTIMENTOS LTDA,--,SÃO PAULO,SP,PRIVADO,2007-12-28,www.petracapital.com.br,PETRA CAPITAL GESTÃO DE INVESTIMENTOS LTDA,F2 · 10 a 100 bi,0.0912838526629168
05563299000106,35,11997078315.23,SOMMA INVESTIMENTOS S.A.,05563299000106,SOMMA INVESTIMENTOS S.A.,SOMMA INVESTIMENTOS,FLORIANÓPOLIS,SC,PRIVADO,2003-04-29,http://sommainvestimentos.com.br,SOMMA INVESTIMENTOS,F2 · 10 a 100 bi,0.09042868000610757
05585083000141,84,11876454513.62,INTER ASSET GESTÃO DE RECURSOS LTDA.,05585083000141,INTER ASSET GESTÃO DE RECURSOS LTDA.,INTER ASSET GESTÃO DE RECURSOS LTDA,BELO HORIZONTE,MG,PRIVADO,2004-01-02,www.interasset.com.br,INTER ASSET GESTÃO DE RECURSOS LTDA,F2 · 10 a 100 bi,0.08951947104119955
13741074000120,18,11607309415.01,VERSAL FINANCE GESTÃO DE RECURSOS LTDA,13741074000120,VERSAL FINANCE GESTÃO DE RECURSOS LTDA,VERSAL FINANCE,SÃO PAULO,SP,PRIVADO,2011-09-12,www.versalfinance.com.br,VERSAL FINANCE,F2 · 10 a 100 bi,0.08749077410700358
33890909000111,18,11485237776.44,PERENNE INVESTIMENTOS LTDA.,33890909000111,PERENNE INVESTIMENTOS LTDA.,PERENNE INVESTIMENTOS,SÃO PAULO,SP,PRIVADO,2021-01-06,www.perenneinvestimentos.com.br,PERENNE INVESTIMENTOS,F2 · 10 a 100 bi,0.0865706519862657
29349426000137,38,11462791054.1,NU ASSET MANAGEMENT LTDA,29349426000137,NU ASSET MANAGEMENT LTDA,NU ASSET MANAGEMENT LTDA,SÃO PAULO,SP,PRIVADO,2018-07-16,https://www.nuasset.nu/,NU ASSET MANAGEMENT LTDA,F2 · 10 a 100 bi,0.08640145850279124
17305299000195,86,11427076441.81,WE CAPITAL INVESTIMENTOS LTDA.,17305299000195,WE CAPITAL INVESTIMENTOS LTDA.,WE CAPITAL,SÃO PAULO,SP,PRIVADO,2013-03-28,www.wecapital.com.br,WE CAPITAL,F2 · 10 a 100 bi,0.08613225752223128
02312792000165,49,11385102827.35,JGP GESTÃO DE RECURSOS LTDA,02312792000165,JGP GESTÃO DE RECURSOS LTDA,JGP GESTÃO DE RECURSOS LTDA,RIO DE JANEIRO,RJ,PRIVADO,1999-03-23,www.jgpgestao.com.br,JGP GESTÃO DE RECURSOS LTDA,F2 · 10 a 100 bi,0.08581587894646715
03017677000120,18,11344816132.96,BANCO J. SAFRA S.A.,03017677000120,BANCO J. SAFRA S.A.,BANCO J. SAFRA,SÃO PAULO,SP,PRIVADO,2010-06-24,www.safra.com.br,BANCO J. SAFRA,F2 · 10 a 100 bi,0.08551221562946835
06576569000186,31,10811328419.41,INTEGRAL INVESTIMENTOS LTDA.,06576569000186,INTEGRAL INVESTIMENTOS LTDA.,INTEGRAL INVESTIMENTOS LTDA.,SÃO PAULO,SP,PRIVADO,2006-02-21,http://www.integralinvestimentos.com.br,INTEGRAL INVESTIMENTOS LTDA.,F2 · 10 a 100 bi,0.08149102076283485
18038439000179,81,10743284385.54,M8 PARTNERS GESTORA DE RECURSOS LTDA.,18038439000179,M8 PARTNERS GESTORA DE RECURSOS LTDA.,M8 PARTNERS,SÃO PAULO,SP,PRIVADO,2013-09-23,www.m8partners.com.br,M8 PARTNERS,F2 · 10 a 100 bi,0.0809781348748313
17254708000171,121,10531746963.11,SOLIS INVESTIMENTOS S A,17254708000171,SOLIS INVESTIMENTOS S A,SOLIS INVESTIMENTOS S A,SÃO PAULO,SP,PRIVADO,2013-12-06,www.solisinvestimentos.com.br,SOLIS INVESTIMENTOS S A,F2 · 10 a 100 bi,0.07938365917169653
11079478000175,36,10509250653.59,VINCI CAPITAL GESTORA DE RECURSOS LTDA.,11079478000175,VINCI CAPITAL GESTORA DE RECURSOS LTDA.,VINCI CAPITAL,RIO DE JANEIRO,RJ,PRIVADO,2009-12-30,www.vincipartners.com,VINCI CAPITAL,F2 · 10 a 100 bi,0.07921409192195039
50715649000167,37,10473699949.99,RIZA LÍQUIDOS GESTORA DE RECURSOS LTDA.,50715649000167,RIZA LÍQUIDOS GESTORA DE RECURSOS LTDA.,RIZA LÍQUIDOS,SÃO PAULO,SP,PRIVADO,2023-09-06,www.rizaasset.com,RIZA LÍQUIDOS,F2 · 10 a 100 bi,0.0789461264127351
27957477000116,77,10391986337.37,SHARP CAPITAL GESTORA DE RECURSOS LTDA,27957477000116,SHARP CAPITAL GESTORA DE RECURSOS LTDA,SHARP CAPITAL,RIO DE JANEIRO,RJ,PRIVADO,2017-10-20,sharpcapital.com.br,SHARP CAPITAL,F2 · 10 a 100 bi,0.07833020527480468
11397672000280,51,10319698676.51,PLURAL GESTÃO DE RECURSOS LTDA,11397672000280,PLURAL GESTÃO DE RECURSOS LTDA,--,RIO DE JANEIRO,RJ,PRIVADO,2010-01-15,https://lp.genialinvestimentos.com.br/pluralgenial,PLURAL GESTÃO DE RECURSOS LTDA,F2 · 10 a 100 bi,0.0777853327999788
03151030000197,7,10291102636.130001,OPPORTUNITY PRIVATE EQUITY GESTORA DE RECURSOS LTDA,03151030000197,OPPORTUNITY PRIVATE EQUITY GESTORA DE RECURSOS LTDA,OPPORTUNITY PRIVATE EQUITY GESTORA DE RECURSOS LTDA,RIO DE JANEIRO,RJ,PRIVADO,1999-10-01,opportunity.com.br,OPPORTUNITY PRIVATE EQUITY GESTORA DE RECURSOS LTDA,F2 · 10 a 100 bi,0.07756978847185003
10479557000100,17,10178051607.27,PHRONESIS INVESTIMENTOS LTDA.,10479557000100,PHRONESIS INVESTIMENTOS LTDA.,PHRONESIS,CURITIBA,PR,PRIVADO,2009-02-03,www.phronesisinvestimentos.com.br,PHRONESIS,F2 · 10 a 100 bi,0.07671765972478964
42271429000163,11,10112494787.29,FUNDAÇÃO VALE DO RIO DOCE DE SEGURIDADE SOCIAL - VALIA,,,,,,,,,FUNDAÇÃO VALE DO RIO DOCE DE SEGURIDADE SOCIAL - VALIA,F2 · 10 a 100 bi,0.07622352135706192
28264093000180,17,9945396703.17,SMART AGRO INVESTIMENTOS LTDA.,28264093000180,SMART AGRO INVESTIMENTOS LTDA.,SMART AGRO INVESTIMENTOS,SÃO PAULO,SP,PRIVADO,2017-12-29,,SMART AGRO INVESTIMENTOS,F3 · 1 a 10 bi,0.07496400976753276
38300262000144,16,9908017870.32,PÁTRIA VBI ASSET MANAGEMENT LTDA.,38300262000144,PÁTRIA VBI ASSET MANAGEMENT LTDA.,PÁTRIA VBI ASSET MANAGEMENT LTDA.,SÃO PAULO,SP,PRIVADO,2021-03-12,https://realestate.patria.com/,PÁTRIA VBI ASSET MANAGEMENT LTDA.,F3 · 1 a 10 bi,0.07468226462709274
26843225000101,35,9820570519.16,HEDGE INVESTMENTS REAL ESTATE GESTÃO DE RECURSOS LTDA.,26843225000101,HEDGE INVESTMENTS REAL ESTATE GESTÃO DE RECURSOS LTDA.,HEDGE INVESTMENTS REAL ESTATE,SÃO PAULO,SP,PRIVADO,2017-07-25,www.hedgeinvest.com.br,HEDGE INVESTMENTS REAL ESTATE,F3 · 1 a 10 bi,0.07402312509931365
11392069000124,41,9770760392.29,V8 CAPITAL GESTÃO DE INVESTIMENTOS LTDA.,11392069000124,V8 CAPITAL GESTÃO DE INVESTIMENTOS LTDA.,V8 CAPITAL,SÃO PAULO,SP,PRIVADO,2011-09-14,www.v8capital.com.br,V8 CAPITAL,F3 · 1 a 10 bi,0.0736476783525776
17590181000156,161,9681866929.94,PORTOFINO GESTÃO DE RECURSOS LTDA.,17590181000156,PORTOFINO GESTÃO DE RECURSOS LTDA.,PORTOFINO GESTÃO DE RECURSOS LTDA.,SÃO PAULO,SP,PRIVADO,2013-09-18,www.portofinomultifamilyoffice.com.br,PORTOFINO GESTÃO DE RECURSOS LTDA.,F3 · 1 a 10 bi,0.07297763867706106
09647907000111,27,9162964341.44,OPPORTUNITY GESTÃO DE INVESTIMENTOS E RECURSOS LTDA,09647907000111,OPPORTUNITY GESTÃO DE INVESTIMENTOS E RECURSOS LTDA,--,RIO DE JANEIRO,RJ,PRIVADO,2008-09-09,opportunity.com.br,OPPORTUNITY GESTÃO DE INVESTIMENTOS E RECURSOS LTDA,F3 · 1 a 10 bi,0.06906638004417884
44011526000142,81,9149351115.960001,SPECTRA INVESTIMENTOS LTDA,44011526000142,SPECTRA INVESTIMENTOS LTDA,SPECTRA INVESTIMENTOS,SÃO PAULO,SP,PRIVADO,2012-09-06,www.spectrainvest.com,SPECTRA INVESTIMENTOS,F3 · 1 a 10 bi,0.06896376956032303
43228545000162,29,9118556784.01,NOVA OCCAM BRASIL GESTAO DE RECURSOS LTDA.,43228545000162,NOVA OCCAM BRASIL GESTAO DE RECURSOS LTDA.,-----,SÃO PAULO,SP,PRIVADO,2022-04-06,www.novaoccam.com.br,NOVA OCCAM BRASIL GESTAO DE RECURSOS LTDA.,F3 · 1 a 10 bi,0.0687316554808164
13478471000151,7,8967392531.19,GLP CAPITAL PARTNERS GESTÃO DE RECURSOS E ADMINISTRAÇÃO IMOBILIÁRIA LTDA.,13478471000151,GLP CAPITAL PARTNERS GESTÃO DE RECURSOS E ADMINISTRAÇÃO IMOBILIÁRIA LTDA.,GLP CAPITAL PARTNERS GESTÃO DE RECURSOS E ADMINISTRAÇÃO IMOBILIÁRIA LTDA.,SÃO PAULO,SP,PRIVADO,2017-06-05,https://www.glp.com/br/compliance-e-risco,GLP CAPITAL PARTNERS GESTÃO DE RECURSOS E ADMINISTRAÇÃO IMOBILIÁRIA LTDA.,F3 · 1 a 10 bi,0.06759224607733949
07252227000173,83,8961234628.22,MULTIPLICA CAPITAL ASSET MANAGEMENT LTDA.,07252227000173,MULTIPLICA CAPITAL ASSET MANAGEMENT LTDA.,MULTIPLICA CAPITAL,SÃO PAULO,SP,PRIVADO,2005-06-03,www.grupomultiplica.com.br,MULTIPLICA CAPITAL,F3 · 1 a 10 bi,0.06754583052327279
11570951000112,38,8909637659.39,REAL INVESTOR ASSET MANAGEMENT LTDA,11570951000112,REAL INVESTOR ASSET MANAGEMENT LTDA,REAL INVESTOR ASSET MANAGEMENT,LONDRINA,PR,PRIVADO,2010-09-27,www.realinvestor.com.br,REAL INVESTOR ASSET MANAGEMENT,F3 · 1 a 10 bi,0.06715691535067699
28156057000101,27,8817344360.47,BANESTES DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,28156057000101,BANESTES DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,BANESTES ASSET MANAGEMENT,VITÓRIA,ES,,1995-07-07,www.banestesasset.com.br,BANESTES ASSET MANAGEMENT,F3 · 1 a 10 bi,0.06646124920801709
11752203000150,27,8779388221.37,ALASKA INVESTIMENTOS LTDA.,11752203000150,ALASKA INVESTIMENTOS LTDA.,ALASKA ASSET MANAGEMENT,SÃO PAULO,SP,PRIVADO,2010-07-28,www.alaska-asset.com.br,ALASKA ASSET MANAGEMENT,F3 · 1 a 10 bi,0.0661751525879272
30056796000165,31,8706804164.22,HASHDEX GESTORA DE RECURSOS LTDA,30056796000165,HASHDEX GESTORA DE RECURSOS LTDA,-----,RIO DE JANEIRO,RJ,PRIVADO,2018-07-16,www.hashdex.com.br,HASHDEX GESTORA DE RECURSOS LTDA,F3 · 1 a 10 bi,0.06562804600871698
41793345000127,39,8701788147.5,CAPITANIA CAPITAL S.A.,41793345000127,CAPITANIA CAPITAL S.A.,CAPITANIA CAPITAL,SÃO PAULO,SP,PRIVADO,2021-10-04,www.capitaniainvestimentos.com.br,CAPITANIA CAPITAL,F3 · 1 a 10 bi,0.06559023748909582
01023570000160,2,8644999969.08,BANCO RABOBANK INTERNATIONAL BRASIL S.A.,,,,,,,,,BANCO RABOBANK INTERNATIONAL BRASIL S.A.,F3 · 1 a 10 bi,0.06516219327036692
14351454000111,40,8634145650.69,ABSOLUTE DHAMA GESTÃO DE INVESTIMENTOS LTDA,14351454000111,ABSOLUTE DHAMA GESTÃO DE INVESTIMENTOS LTDA,--,SÃO PAULO,SP,PRIVADO,2011-12-23,www.absoluteinvestimentos.com.br,ABSOLUTE DHAMA GESTÃO DE INVESTIMENTOS LTDA,F3 · 1 a 10 bi,0.0650803782101845
01591499000111,118,8563789811.690001,TAG INVESTIMENTOS LTDA,01591499000111,TAG INVESTIMENTOS LTDA,TAG INVESTIMENTOS LTDA,SÃO PAULO,SP,PRIVADO,2005-09-22,www.taginvest.com.br,TAG INVESTIMENTOS LTDA,F3 · 1 a 10 bi,0.06455006695570052
17707098000114,36,8507122229.37,QUADRA CAPITAL,17707098000114,QUADRA GESTÃO DE RECURSOS S.A.,QUADRA CAPITAL,SÃO PAULO,SP,PRIVADO,2013-08-07,www.quadra.capital,QUADRA CAPITAL,F3 · 1 a 10 bi,0.06412293173713403
02622448000172,81,8422222599.86,BLUE SOLUTIONS ASSET MANAGEMENT LTDA.,02622448000172,BLUE SOLUTIONS ASSET MANAGEMENT LTDA.,BLUE SOLUTIONS,SÃO PAULO,SP,PRIVADO,2007-03-27,https://www.bsam.com.br,BLUE SOLUTIONS,F3 · 1 a 10 bi,0.06348299581041339
23241377000138,6,8380270290.4800005,MILESTONES ADMINISTRADORA DE RECURSOS LTDA.,23241377000138,MILESTONES ADMINISTRADORA DE RECURSOS LTDA.,----------,JARAGUÁ DO SUL,SC,PRIVADO,2015-12-24,www.milestones.com.br,MILESTONES ADMINISTRADORA DE RECURSOS LTDA.,F3 · 1 a 10 bi,0.06316677782293678
29158123000137,34,8265935505.42,GALAPAGOS INVESTMENTS SOLUTIONS LTDA.,29158123000137,GALAPAGOS INVESTMENTS SOLUTIONS LTDA.,GALAPAGOS INVESTMENTS SOLUTIONS LTDA.,SÃO PAULO,SP,PRIVADO,2018-08-31,www.galapagoscapital.com/investment-solutions/,GALAPAGOS INVESTMENTS SOLUTIONS LTDA.,F3 · 1 a 10 bi,0.06230497268837893
36113876000191,24,8233782608.79,OLIVEIRA TRUST DTVM S.A.,36113876000191,OLIVEIRA TRUST DTVM S.A.,OLIVEIRA TRUST DTVM S.A.,RIO DE JANEIRO,RJ,PRIVADO,2002-02-21,www.oliveiratrust.com.br,OLIVEIRA TRUST DTVM S.A.,F3 · 1 a 10 bi,0.062062618348078205
04661817000161,28,8190788473.35,KINEA PRIVATE EQUITY INVESTIMENTOS S/A,04661817000161,KINEA PRIVATE EQUITY INVESTIMENTOS S/A,KINEA PRIVATE EQUITY INVESTIMENTOS S/A,SÃO PAULO,SP,PRIVADO,2013-08-01,www.kinea.com.br,KINEA PRIVATE EQUITY INVESTIMENTOS S/A,F3 · 1 a 10 bi,0.061738547535694875
01522368000182,2,8158758624.25,BANCO BNP PARIBAS BRASIL S/A,01522368000182,BANCO BNP PARIBAS BRASIL S/A,BANCO BNP PARIBAS BRASIL S/A,SÃO PAULO,SP,PRIVADO,1997-08-21,https://www.bnpparibas.com.br/,BANCO BNP PARIBAS BRASIL S/A,F3 · 1 a 10 bi,0.06149712067335366
